Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,списание средств,4533.29,безналичный,Минск,МаксБанк-GPNG-596,22-11-2005,20:18:37,успешно,нет,0.0
юр. лицо,списание средств,3865.63,наличный,Брест,Беларусбанк-WITN-063,23-03-2000,00:12:38,успешно,да,248.75
юр. лицо,списание средств,4890.44,наличный,Могилев,Белинвестбанк-OAUB-926,26-10-2011,20:57:12,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2061.56,наличный,Витебск,Приорбанк-PULI-418,09-11-2001,06:03:33,недостаточно средств,да,192.4
юр. лицо,получение средств,72.3,наличный,Гродно,Беларусбанк-OZJV-399,19-10-2021,21:17:35,успешно,нет,0.0
юр. лицо,получение средств,778.32,безналичный,Минск,Приорбанк-HEON-645,11-06-2006,05:56:16,успешно,нет,0.0
юр. лицо,получение средств,733.64,безналичный,Гомель,Белинвестбанк-EMBO-035,05-11-2008,15:15:07,успешно,нет,0.0
юр. лицо,получение средств,2118.79,безналичный,Гомель,Белинвестбанк-KMZK-851,01-03-2019,15:30:44,успешно,нет,0.0
юр. лицо,списание средств,1957.46,наличный,Витебск,БелАгропромбанк-YHVA-268,22-10-2014,09:16:32,успешно,да,47.94
юр. лицо,списание средств,2620.99,безналичный,Гомель,Белинвестбанк-IORU-038,31-05-2006,10:07:50,недостаточно средств,да,208.6
юр. лицо,списание средств,2056.86,безналичный,Могилев,Приорбанк-MSDM-287,25-04-2021,20:28:11,неправильный ввод пин-кода,да,44.66
юр. лицо,получение средств,4589.17,безналичный,Могилев,Приорбанк-JVEI-457,11-03-2021,09:04:39,успешно,нет,0.0
юр. лицо,списание средств,2669.28,наличный,Минск,БелАгропромбанк-MAHT-246,17-05-2008,01:49:54,недостаточно средств,нет,0.0
юр. лицо,списание средств,1800.5,безналичный,Витебск,Приорбанк-TAYW-521,15-09-2023,00:06:03,недостаточно средств,да,149.24
юр. лицо,списание средств,2042.78,наличный,Минск,Белинвестбанк-REGB-786,09-01-2005,04:14:13,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3469.19,наличный,Витебск,БелАгропромбанк-AZTU-607,30-07-2019,02:53:10,успешно,да,121.49
юр. лицо,списание средств,2212.58,безналичный,Гомель,МаксБанк-ZFAQ-623,08-04-2023,12:06:33,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1899.95,наличный,Витебск,МаксБанк-VSZY-008,08-06-2005,06:43:40,успешно,нет,0.0
юр. лицо,списание средств,3652.21,наличный,Могилев,МаксБанк-LTND-704,06-01-2006,00:17:18,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1213.09,наличный,Гомель,Беларусбанк-EFAY-047,17-01-2003,00:40:28,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,3482.89,безналичный,Витебск,МаксБанк-VLEC-031,04-03-2003,19:13:37,успешно,нет,0.0
юр. лицо,списание средств,391.87,безналичный,Могилев,Белинвестбанк-DLJN-663,17-08-2012,05:45:42,успешно,да,28.81
юр. лицо,списание средств,4141.19,наличный,Брест,Белинвестбанк-UJOA-750,04-07-2002,09:57:17,неправильный ввод пин-кода,да,295.36
юр. лицо,получение средств,2847.25,безналичный,Могилев,БелАгропромбанк-QLNY-102,26-02-2020,10:15:35,успешно,нет,0.0
юр. лицо,списание средств,2494.26,безналичный,Гомель,Беларусбанк-CZZE-187,30-06-2007,23:28:57,неправильный ввод пин-кода,да,149.05
юр. лицо,списание средств,854.64,безналичный,Витебск,МаксБанк-ZLPZ-460,13-09-2012,21:18:13,успешно,да,41.95
юр. лицо,получение средств,1494.56,безналичный,Брест,БелАгропромбанк-TFLQ-438,06-10-2018,15:14:47,успешно,нет,0.0
юр. лицо,получение средств,3856.07,безналичный,Гродно,Белинвестбанк-VDFP-269,30-01-2008,15:37:03,успешно,нет,0.0
юр. лицо,списание средств,4868.14,наличный,Брест,Беларусбанк-JWTW-370,27-07-2022,20:54:13,недостаточно средств,нет,0.0
юр. лицо,получение средств,563.14,наличный,Гродно,Беларусбанк-VBLW-312,23-02-2014,16:46:19,успешно,нет,0.0
юр. лицо,списание средств,3634.86,наличный,Гродно,Беларусбанк-LNEU-871,12-08-2019,00:56:35,успешно,нет,0.0
юр. лицо,списание средств,4559.66,наличный,Гомель,Белинвестбанк-NBUD-999,21-07-2001,11:44:27,успешно,нет,0.0
юр. лицо,списание средств,2455.19,безналичный,Могилев,МаксБанк-MITP-882,26-09-2017,03:18:47,успешно,нет,0.0
юр. лицо,получение средств,2963.71,безналичный,Брест,Белинвестбанк-HAZY-941,27-11-2011,00:18:01,успешно,нет,0.0
юр. лицо,получение средств,229.97,наличный,Могилев,Беларусбанк-YXVM-949,23-11-2005,11:36:36,успешно,нет,0.0
юр. лицо,списание средств,3481.31,наличный,Гродно,Беларусбанк-DWJH-252,21-03-2015,12:03:35,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3447.57,безналичный,Витебск,Белинвестбанк-BMBY-935,23-08-2007,02:46:01,недостаточно средств,нет,0.0
юр. лицо,списание средств,1132.57,безналичный,Гродно,Белинвестбанк-ANXW-487,05-01-2022,22:34:56,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3368.91,наличный,Минск,БелАгропромбанк-SFPL-280,26-02-2008,01:15:13,недостаточно средств,да,266.9
юр. лицо,получение средств,3886.2,наличный,Гомель,МаксБанк-NUGS-729,28-11-2024,09:43:42,успешно,нет,0.0
юр. лицо,списание средств,3576.57,безналичный,Витебск,МаксБанк-TGOW-324,31-03-2004,02:02:33,неправильный ввод пин-кода,да,193.96
юр. лицо,списание средств,3804.27,безналичный,Брест,БелАгропромбанк-AIPI-670,16-05-2011,20:56:14,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,3021.81,безналичный,Могилев,БелАгропромбанк-ICIR-133,01-11-2019,19:36:12,успешно,нет,0.0
юр. лицо,списание средств,4389.21,наличный,Могилев,Белинвестбанк-DPQZ-736,19-12-2014,22:30:52,недостаточно средств,нет,0.0
юр. лицо,получение средств,3999.43,безналичный,Брест,Белинвестбанк-CWRQ-227,20-10-2013,07:57:47,успешно,нет,0.0
юр. лицо,получение средств,2423.61,безналичный,Минск,Беларусбанк-BRKZ-363,13-08-2000,07:15:19,успешно,нет,0.0
юр. лицо,получение средств,212.03,наличный,Витебск,БелАгропромбанк-RYDZ-599,04-04-2000,06:54:03,успешно,нет,0.0
юр. лицо,списание средств,3076.34,наличный,Витебск,Белинвестбанк-BMBB-718,27-10-2008,10:14:27,недостаточно средств,нет,0.0
юр. лицо,списание средств,3647.6,наличный,Гомель,Приорбанк-NFUL-668,01-12-2022,07:23:10,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,909.03,безналичный,Минск,МаксБанк-XBIX-929,19-05-2014,11:59:15,успешно,нет,0.0
юр. лицо,получение средств,2837.49,наличный,Брест,Приорбанк-ZKFU-542,27-03-2017,09:46:08,успешно,нет,0.0
юр. лицо,получение средств,2914.04,наличный,Брест,Приорбанк-OUXT-662,10-05-2018,19:17:04,успешно,нет,0.0
юр. лицо,получение средств,3005.39,наличный,Гродно,Приорбанк-MTLB-637,11-06-2020,15:23:35,успешно,нет,0.0
юр. лицо,списание средств,4221.57,наличный,Витебск,Белинвестбанк-QBZJ-379,31-03-2008,03:45:45,успешно,нет,0.0
юр. лицо,списание средств,1978.48,наличный,Гродно,Белинвестбанк-ZRLV-317,18-06-2003,04:26:41,успешно,нет,0.0
юр. лицо,получение средств,4970.19,безналичный,Гродно,Беларусбанк-BUNC-873,23-12-2012,15:58:44,успешно,нет,0.0
юр. лицо,получение средств,2745.36,наличный,Брест,Беларусбанк-NMPP-455,09-03-2018,23:39:53,успешно,нет,0.0
юр. лицо,списание средств,1893.57,безналичный,Минск,Приорбанк-BJIJ-775,03-10-2009,15:08:42,успешно,да,86.51
юр. лицо,получение средств,4262.13,безналичный,Витебск,Приорбанк-PXRA-231,12-05-2004,00:13:58,успешно,нет,0.0
юр. лицо,получение средств,3261.84,безналичный,Могилев,Беларусбанк-YZPI-268,12-08-2021,10:14:57,успешно,нет,0.0
юр. лицо,списание средств,1625.08,наличный,Витебск,Беларусбанк-OKEE-456,03-12-2013,03:00:52,недостаточно средств,нет,0.0
юр. лицо,списание средств,3991.49,безналичный,Гродно,Белинвестбанк-AMIB-429,30-06-2018,20:51:03,успешно,да,380.22
юр. лицо,списание средств,3126.75,безналичный,Брест,Белинвестбанк-ALON-564,26-02-2024,10:12:24,недостаточно средств,нет,0.0
юр. лицо,получение средств,9.82,наличный,Витебск,Белинвестбанк-KSKJ-453,21-11-2001,22:45:18,успешно,нет,0.0
юр. лицо,получение средств,4460.45,безналичный,Могилев,Белинвестбанк-GYSA-119,07-11-2021,04:00:32,успешно,нет,0.0
юр. лицо,получение средств,4686.56,безналичный,Брест,БелАгропромбанк-VFBH-457,08-09-2011,04:00:14,успешно,нет,0.0
юр. лицо,списание средств,352.08,безналичный,Брест,МаксБанк-XMML-123,22-04-2009,01:02:48,успешно,нет,0.0
юр. лицо,списание средств,2775.61,безналичный,Гродно,БелАгропромбанк-GVQT-410,16-06-2012,11:46:58,успешно,нет,0.0
юр. лицо,списание средств,4490.67,безналичный,Гродно,МаксБанк-YAKN-072,01-12-2024,22:57:56,успешно,нет,0.0
юр. лицо,получение средств,1404.75,наличный,Минск,БелАгропромбанк-HHSA-174,02-02-2019,17:18:38,успешно,нет,0.0
юр. лицо,получение средств,2663.27,наличный,Витебск,Приорбанк-WCIH-039,10-11-2008,03:25:15,успешно,нет,0.0
юр. лицо,списание средств,879.09,наличный,Гомель,Приорбанк-DICV-331,21-03-2013,06:05:38,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,642.82,наличный,Минск,БелАгропромбанк-GKVJ-497,29-04-2005,22:04:21,успешно,нет,0.0
юр. лицо,списание средств,2972.7,наличный,Витебск,МаксБанк-XOPQ-861,15-03-2016,06:43:30,недостаточно средств,нет,0.0
юр. лицо,получение средств,3079.27,безналичный,Минск,БелАгропромбанк-VYQK-166,19-03-2003,04:30:35,успешно,нет,0.0
юр. лицо,списание средств,4371.49,безналичный,Витебск,БелАгропромбанк-DGRQ-450,03-02-2007,05:41:55,неправильный ввод пин-кода,да,98.02
юр. лицо,списание средств,1978.7,наличный,Витебск,Приорбанк-AFYU-557,10-03-2004,00:46:07,успешно,нет,0.0
юр. лицо,получение средств,2073.09,наличный,Могилев,МаксБанк-MWHR-368,04-03-2008,14:44:41,успешно,нет,0.0
юр. лицо,списание средств,1726.98,безналичный,Минск,Приорбанк-AHTD-094,26-01-2002,18:44:36,недостаточно средств,да,29.94
юр. лицо,получение средств,2669.37,безналичный,Минск,Белинвестбанк-PVFZ-452,10-04-2017,14:05:44,успешно,нет,0.0
юр. лицо,списание средств,944.47,безналичный,Брест,МаксБанк-QMVM-073,05-08-2022,08:53:56,недостаточно средств,нет,0.0
юр. лицо,получение средств,3944.06,безналичный,Витебск,Белинвестбанк-RVTQ-765,27-10-2015,00:43:46,успешно,нет,0.0
юр. лицо,списание средств,4404.14,безналичный,Гродно,БелАгропромбанк-JXNB-593,09-08-2013,09:32:28,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2679.38,безналичный,Витебск,Приорбанк-KLUZ-277,14-04-2022,14:55:15,недостаточно средств,нет,0.0
юр. лицо,получение средств,1630.41,наличный,Витебск,Белинвестбанк-XEOC-235,05-10-2014,10:19:08,успешно,нет,0.0
юр. лицо,получение средств,2573.57,безналичный,Могилев,БелАгропромбанк-YXOI-038,16-09-2007,17:03:57,успешно,нет,0.0
юр. лицо,списание средств,4534.96,наличный,Брест,Белинвестбанк-WYEJ-223,31-01-2004,15:10:12,успешно,нет,0.0
юр. лицо,получение средств,1640.92,наличный,Могилев,Беларусбанк-VHSA-353,28-03-2005,16:34:40,успешно,нет,0.0
юр. лицо,получение средств,3070.84,наличный,Могилев,МаксБанк-VVCU-269,11-01-2008,02:56:28,успешно,нет,0.0
юр. лицо,списание средств,152.2,наличный,Брест,Белинвестбанк-ZGRX-103,30-03-2003,08:03:18,недостаточно средств,да,15.09
юр. лицо,получение средств,910.75,безналичный,Гомель,МаксБанк-BGNR-930,24-07-2006,06:42:30,успешно,нет,0.0
юр. лицо,получение средств,3253.14,наличный,Брест,Приорбанк-MSPE-998,02-04-2017,00:48:05,успешно,нет,0.0
юр. лицо,получение средств,4122.25,наличный,Могилев,МаксБанк-KFEW-079,19-11-2024,01:25:15,успешно,нет,0.0
юр. лицо,получение средств,1220.83,безналичный,Витебск,Приорбанк-JIFA-450,31-07-2005,12:59:40,успешно,нет,0.0
юр. лицо,списание средств,3313.09,безналичный,Гродно,БелАгропромбанк-IMCJ-226,23-12-2008,05:35:04,недостаточно средств,нет,0.0
юр. лицо,получение средств,3557.96,безналичный,Витебск,Приорбанк-KEMX-684,04-05-2007,05:23:56,успешно,нет,0.0
юр. лицо,получение средств,1574.74,безналичный,Гродно,БелАгропромбанк-MGWP-290,04-05-2013,04:15:25,успешно,нет,0.0
юр. лицо,получение средств,2727.68,наличный,Могилев,БелАгропромбанк-ASQW-977,06-05-2015,16:36:32,успешно,нет,0.0
юр. лицо,списание средств,598.32,наличный,Брест,Беларусбанк-DMIB-029,15-05-2009,01:21:45,недостаточно средств,нет,0.0
юр. лицо,списание средств,955.4,безналичный,Витебск,БелАгропромбанк-BBVO-691,25-05-2011,16:41:48,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,801.06,наличный,Брест,МаксБанк-RASA-148,28-07-2024,11:42:07,успешно,нет,0.0
юр. лицо,получение средств,2502.92,наличный,Витебск,Белинвестбанк-FYZK-992,22-07-2010,07:37:21,успешно,нет,0.0
юр. лицо,получение средств,463.77,безналичный,Витебск,БелАгропромбанк-XCRJ-625,01-09-2023,20:57:43,успешно,нет,0.0
юр. лицо,списание средств,1674.39,наличный,Гродно,Беларусбанк-CDWH-730,27-10-2015,09:59:41,недостаточно средств,да,73.67
юр. лицо,получение средств,1636.12,безналичный,Гомель,Беларусбанк-HRME-434,14-03-2000,17:09:06,успешно,нет,0.0
юр. лицо,получение средств,1238.35,наличный,Могилев,БелАгропромбанк-BQQF-887,18-07-2010,02:39:32,успешно,нет,0.0
юр. лицо,получение средств,1250.18,наличный,Гомель,Беларусбанк-HKGQ-197,22-07-2005,00:46:14,успешно,нет,0.0
юр. лицо,получение средств,2833.84,безналичный,Гомель,Приорбанк-UWLW-468,19-06-2005,15:12:14,успешно,нет,0.0
юр. лицо,списание средств,459.71,безналичный,Минск,МаксБанк-LJBG-372,12-12-2022,08:48:40,успешно,нет,0.0
юр. лицо,получение средств,3182.99,наличный,Минск,Беларусбанк-RIJZ-758,05-09-2024,02:11:23,успешно,нет,0.0
юр. лицо,получение средств,205.9,безналичный,Брест,Беларусбанк-OZYF-902,31-08-2000,19:05:52,успешно,нет,0.0
юр. лицо,получение средств,3553.14,наличный,Могилев,БелАгропромбанк-NBYR-103,14-03-2010,12:48:24,успешно,нет,0.0
юр. лицо,получение средств,4386.42,наличный,Гродно,БелАгропромбанк-GKTZ-511,28-06-2022,11:13:52,успешно,нет,0.0
юр. лицо,списание средств,816.24,безналичный,Гомель,БелАгропромбанк-NHWP-813,23-04-2014,20:02:35,недостаточно средств,нет,0.0
юр. лицо,получение средств,1022.83,наличный,Гомель,Белинвестбанк-LMFA-604,09-12-2009,08:49:26,успешно,нет,0.0
юр. лицо,получение средств,1817.88,безналичный,Гродно,Беларусбанк-MDTP-027,05-12-2018,07:49:33,успешно,нет,0.0
юр. лицо,списание средств,4117.83,наличный,Гродно,МаксБанк-HVYH-152,07-05-2024,21:17:19,неправильный ввод пин-кода,да,133.86
юр. лицо,списание средств,3410.63,наличный,Минск,Приорбанк-VOBQ-251,20-03-2023,02:15:18,успешно,да,334.53
юр. лицо,списание средств,262.14,безналичный,Витебск,Белинвестбанк-ODEL-500,23-02-2016,13:34:00,успешно,да,3.39
юр. лицо,списание средств,1447.8,наличный,Гомель,БелАгропромбанк-CAMM-580,06-10-2009,06:42:42,недостаточно средств,да,132.19
юр. лицо,списание средств,4596.12,безналичный,Минск,БелАгропромбанк-QGQK-792,25-01-2006,08:35:01,недостаточно средств,нет,0.0
юр. лицо,получение средств,2052.1,безналичный,Минск,БелАгропромбанк-VIUU-188,05-11-2020,23:46:43,успешно,нет,0.0
юр. лицо,получение средств,3680.99,безналичный,Витебск,МаксБанк-NJQF-178,01-03-2012,10:01:17,успешно,нет,0.0
юр. лицо,списание средств,4364.52,наличный,Гродно,МаксБанк-DAHH-487,27-05-2011,08:08:41,недостаточно средств,нет,0.0
юр. лицо,списание средств,1743.85,наличный,Брест,Белинвестбанк-KIHF-683,22-05-2000,13:24:08,недостаточно средств,нет,0.0
юр. лицо,списание средств,2574.59,безналичный,Гродно,Беларусбанк-MWTF-107,16-10-2017,07:11:50,недостаточно средств,нет,0.0
юр. лицо,получение средств,2498.17,безналичный,Минск,Беларусбанк-GIJT-487,05-01-2024,02:26:33,успешно,нет,0.0
юр. лицо,получение средств,1030.42,наличный,Витебск,МаксБанк-HXTK-868,24-09-2014,17:38:14,успешно,нет,0.0
юр. лицо,списание средств,2323.91,безналичный,Гомель,Приорбанк-ZMCF-379,14-10-2014,15:57:32,неправильный ввод пин-кода,да,158.99
юр. лицо,получение средств,2361.31,безналичный,Витебск,БелАгропромбанк-GSGK-944,02-02-2021,13:56:00,успешно,нет,0.0
юр. лицо,получение средств,3488.52,безналичный,Гродно,БелАгропромбанк-RLJM-072,03-02-2018,18:45:55,успешно,нет,0.0
юр. лицо,получение средств,3290.31,наличный,Могилев,МаксБанк-SRFW-467,11-01-2013,12:37:19,успешно,нет,0.0
юр. лицо,списание средств,4648.6,безналичный,Брест,БелАгропромбанк-XAYQ-381,28-01-2016,08:33:52,успешно,нет,0.0
юр. лицо,списание средств,4818.77,безналичный,Гродно,Приорбанк-RNRL-815,23-11-2023,09:34:01,недостаточно средств,нет,0.0
юр. лицо,получение средств,958.2,безналичный,Могилев,МаксБанк-NNED-528,13-04-2019,03:22:47,успешно,нет,0.0
юр. лицо,получение средств,4253.3,безналичный,Гродно,МаксБанк-WZRK-779,09-05-2024,11:10:02,успешно,нет,0.0
юр. лицо,списание средств,2193.01,безналичный,Могилев,Беларусбанк-BYTZ-961,07-08-2013,17:49:02,успешно,нет,0.0
юр. лицо,получение средств,3483.85,безналичный,Гродно,Беларусбанк-SWSS-821,29-07-2002,21:10:41,успешно,нет,0.0
юр. лицо,получение средств,672.36,безналичный,Витебск,Приорбанк-IVVE-777,29-06-2005,20:58:43,успешно,нет,0.0
юр. лицо,списание средств,1916.56,безналичный,Минск,Беларусбанк-VUEY-316,25-02-2007,10:09:18,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,3401.79,безналичный,Минск,БелАгропромбанк-DONI-643,25-01-2013,20:48:18,успешно,нет,0.0
юр. лицо,списание средств,4696.81,безналичный,Гродно,МаксБанк-RRDG-215,08-04-2002,17:40:18,недостаточно средств,нет,0.0
юр. лицо,списание средств,4895.81,безналичный,Могилев,Беларусбанк-BGLF-044,07-09-2024,05:46:03,успешно,нет,0.0
юр. лицо,получение средств,1000.93,наличный,Гомель,БелАгропромбанк-TDOA-110,10-03-2024,15:53:14,успешно,нет,0.0
юр. лицо,списание средств,4203.87,безналичный,Витебск,Приорбанк-OEJY-534,01-12-2003,03:18:21,успешно,нет,0.0
юр. лицо,списание средств,3511.53,безналичный,Могилев,Белинвестбанк-SCRD-280,17-07-2007,21:31:37,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4624.81,наличный,Гомель,Белинвестбанк-NAMF-338,18-06-2017,18:55:51,успешно,нет,0.0
юр. лицо,получение средств,964.44,безналичный,Могилев,БелАгропромбанк-GLNL-984,08-10-2004,20:04:14,успешно,нет,0.0
юр. лицо,получение средств,207.88,безналичный,Гродно,Белинвестбанк-BPFP-166,16-01-2017,14:11:52,успешно,нет,0.0
юр. лицо,списание средств,1000.03,наличный,Могилев,Приорбанк-NQEH-061,10-01-2020,21:17:44,неправильный ввод пин-кода,да,27.96
юр. лицо,списание средств,4951.0,безналичный,Минск,МаксБанк-XLUE-815,19-08-2008,07:35:19,недостаточно средств,да,390.09
юр. лицо,получение средств,1927.34,наличный,Брест,Беларусбанк-WCUN-968,03-06-2012,02:40:45,успешно,нет,0.0
юр. лицо,получение средств,2850.05,безналичный,Минск,Приорбанк-DSWT-630,16-05-2003,22:49:00,успешно,нет,0.0
юр. лицо,списание средств,3077.19,безналичный,Гомель,МаксБанк-LOOF-891,10-11-2023,18:44:38,неправильный ввод пин-кода,да,238.08
юр. лицо,списание средств,555.92,наличный,Гомель,БелАгропромбанк-FXSW-454,27-02-2015,21:47:36,успешно,нет,0.0
юр. лицо,получение средств,108.75,наличный,Гродно,БелАгропромбанк-FFIG-012,25-10-2021,14:17:04,успешно,нет,0.0
юр. лицо,списание средств,4587.15,безналичный,Гомель,Приорбанк-JRIB-620,22-03-2003,17:24:11,недостаточно средств,нет,0.0
юр. лицо,списание средств,1833.32,наличный,Гомель,Беларусбанк-MFPQ-021,27-02-2002,16:53:06,успешно,да,109.1
юр. лицо,списание средств,2598.05,безналичный,Брест,Приорбанк-EWVI-868,17-01-2016,20:55:34,недостаточно средств,нет,0.0
юр. лицо,списание средств,3390.86,безналичный,Гомель,БелАгропромбанк-GGIG-383,24-04-2021,07:43:53,успешно,нет,0.0
юр. лицо,получение средств,165.65,наличный,Минск,Беларусбанк-FQDZ-521,14-05-2014,17:20:55,успешно,нет,0.0
юр. лицо,списание средств,2018.15,безналичный,Брест,Беларусбанк-GAVZ-563,26-10-2014,04:13:08,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1720.21,наличный,Гомель,Беларусбанк-TGNU-483,20-04-2007,20:30:12,успешно,нет,0.0
юр. лицо,получение средств,676.59,наличный,Витебск,Белинвестбанк-NUZN-491,27-12-2013,06:33:26,успешно,нет,0.0
юр. лицо,списание средств,3059.84,безналичный,Гомель,БелАгропромбанк-AVCM-501,02-05-2010,17:38:16,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2640.59,наличный,Могилев,Белинвестбанк-BKBE-107,04-11-2016,20:14:40,успешно,нет,0.0
юр. лицо,получение средств,566.34,безналичный,Минск,Приорбанк-TZSV-905,02-11-2013,06:20:09,успешно,нет,0.0
юр. лицо,списание средств,2228.08,наличный,Минск,БелАгропромбанк-BNDK-253,12-12-2022,11:31:36,успешно,да,37.35
юр. лицо,получение средств,2051.49,наличный,Брест,БелАгропромбанк-BNNS-966,21-06-2006,14:02:37,успешно,нет,0.0
юр. лицо,получение средств,3309.66,наличный,Минск,Белинвестбанк-KCYW-045,14-11-2019,07:45:18,успешно,нет,0.0
юр. лицо,списание средств,244.75,безналичный,Брест,Приорбанк-YZIN-125,19-04-2012,06:06:55,успешно,да,11.07
юр. лицо,списание средств,4051.54,наличный,Могилев,Беларусбанк-UUXX-680,10-11-2010,09:04:23,недостаточно средств,нет,0.0
юр. лицо,списание средств,355.44,наличный,Минск,БелАгропромбанк-GRIB-612,21-08-2018,02:14:24,недостаточно средств,нет,0.0
юр. лицо,списание средств,4539.95,наличный,Витебск,МаксБанк-WRBH-610,31-12-2008,23:54:53,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3535.71,наличный,Минск,МаксБанк-VOEW-231,26-06-2005,11:38:32,недостаточно средств,нет,0.0
юр. лицо,получение средств,2976.55,безналичный,Гомель,Приорбанк-CBRZ-266,06-04-2000,18:44:25,успешно,нет,0.0
юр. лицо,списание средств,3606.63,безналичный,Могилев,Приорбанк-NOUR-993,02-07-2004,20:34:25,недостаточно средств,нет,0.0
юр. лицо,получение средств,4964.44,безналичный,Минск,Приорбанк-KDHH-175,06-05-2016,09:27:42,успешно,нет,0.0
юр. лицо,списание средств,4103.44,безналичный,Гродно,МаксБанк-RTAZ-288,27-05-2012,21:27:13,недостаточно средств,нет,0.0
юр. лицо,получение средств,3176.92,наличный,Гомель,Белинвестбанк-SXMR-049,24-01-2002,06:20:08,успешно,нет,0.0
юр. лицо,списание средств,277.29,безналичный,Могилев,Белинвестбанк-SBBI-241,26-08-2010,13:54:26,недостаточно средств,да,12.72
юр. лицо,получение средств,2058.95,безналичный,Минск,Приорбанк-ELSZ-551,14-03-2019,03:24:15,успешно,нет,0.0
юр. лицо,получение средств,3722.37,безналичный,Брест,Беларусбанк-HOLH-626,27-07-2019,21:33:00,успешно,нет,0.0
юр. лицо,получение средств,4051.18,наличный,Витебск,МаксБанк-JHGR-657,17-02-2000,07:03:47,успешно,нет,0.0
юр. лицо,получение средств,3244.95,наличный,Минск,Беларусбанк-FBWF-947,13-02-2013,19:44:53,успешно,нет,0.0
юр. лицо,списание средств,1942.81,безналичный,Минск,Приорбанк-RASB-270,10-02-2018,20:49:27,успешно,нет,0.0
юр. лицо,получение средств,547.24,наличный,Витебск,Приорбанк-LFNL-630,30-11-2007,00:42:01,успешно,нет,0.0
юр. лицо,списание средств,1064.29,наличный,Гродно,Приорбанк-JHYX-932,28-05-2023,14:17:21,неправильный ввод пин-кода,да,48.92
юр. лицо,получение средств,3243.37,наличный,Минск,БелАгропромбанк-VPRW-135,31-12-2005,06:51:51,успешно,нет,0.0
юр. лицо,получение средств,3437.03,наличный,Витебск,Белинвестбанк-DHLX-509,30-10-2013,20:38:22,успешно,нет,0.0
юр. лицо,получение средств,1620.4,наличный,Гродно,БелАгропромбанк-ZHPL-298,05-09-2007,15:52:37,успешно,нет,0.0
юр. лицо,списание средств,1187.62,безналичный,Минск,Беларусбанк-UIPV-494,28-11-2009,17:15:31,недостаточно средств,да,103.29
юр. лицо,списание средств,2923.14,безналичный,Минск,Приорбанк-EOJO-363,16-09-2000,02:44:20,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,3611.57,наличный,Гомель,БелАгропромбанк-SNFP-818,22-05-2013,21:27:33,успешно,нет,0.0
юр. лицо,получение средств,3430.98,безналичный,Могилев,Приорбанк-LBGS-011,10-05-2004,11:06:47,успешно,нет,0.0
юр. лицо,списание средств,1825.37,наличный,Гродно,Приорбанк-SSYK-228,29-01-2000,13:41:28,неправильный ввод пин-кода,да,91.2
юр. лицо,списание средств,2946.78,безналичный,Гродно,Приорбанк-VKIH-259,22-11-2019,23:29:46,успешно,нет,0.0
юр. лицо,списание средств,3045.37,безналичный,Могилев,БелАгропромбанк-ILYQ-544,28-02-2023,14:26:46,недостаточно средств,да,110.73
юр. лицо,получение средств,3625.07,наличный,Брест,Приорбанк-RHEJ-086,04-11-2023,17:49:09,успешно,нет,0.0
юр. лицо,списание средств,4485.87,наличный,Витебск,МаксБанк-OFEB-664,24-07-2014,18:53:06,неправильный ввод пин-кода,да,127.39
юр. лицо,получение средств,2660.68,наличный,Витебск,Белинвестбанк-WNLK-598,11-12-2023,16:10:39,успешно,нет,0.0
юр. лицо,получение средств,4275.27,безналичный,Гомель,МаксБанк-FVBU-155,22-11-2017,11:43:34,успешно,нет,0.0
юр. лицо,списание средств,681.88,наличный,Витебск,МаксБанк-RFUZ-106,09-03-2011,22:28:27,недостаточно средств,нет,0.0
юр. лицо,получение средств,2076.76,наличный,Гродно,БелАгропромбанк-GOPX-096,07-11-2014,22:19:00,успешно,нет,0.0
юр. лицо,получение средств,1113.35,безналичный,Гродно,Белинвестбанк-LVPP-642,08-06-2015,07:20:04,успешно,нет,0.0
юр. лицо,получение средств,1301.99,наличный,Гомель,МаксБанк-XBGK-044,06-12-2021,04:57:28,успешно,нет,0.0
