Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,3223.47,наличный,Витебск,Белинвестбанк-QCZH-043,30-12-2020,04:04:36,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2716.53,безналичный,Брест,МаксБанк-PHCG-179,16-12-2005,03:36:13,успешно,нет,0.0
физ. лицо,списание средств,4622.48,безналичный,Могилев,БелАгропромбанк-PKSJ-891,20-10-2004,13:04:12,неправильный ввод пин-кода,да,308.38
физ. лицо,списание средств,4902.35,наличный,Гомель,МаксБанк-BULW-856,05-09-2020,11:00:04,успешно,да,208.56
физ. лицо,списание средств,1210.96,наличный,Брест,Приорбанк-KYQT-398,17-04-2006,20:02:55,успешно,нет,0.0
физ. лицо,списание средств,2969.85,безналичный,Гомель,Беларусбанк-LPZQ-318,24-12-2019,15:11:23,недостаточно средств,да,49.7
физ. лицо,списание средств,1632.34,безналичный,Витебск,Приорбанк-TCHB-451,03-10-2022,21:32:33,неправильный ввод пин-кода,да,142.57
физ. лицо,списание средств,3189.61,безналичный,Гомель,Белинвестбанк-KVXX-730,26-08-2019,10:34:54,успешно,нет,0.0
физ. лицо,списание средств,925.12,безналичный,Могилев,Приорбанк-DWCK-347,19-08-2014,20:16:43,недостаточно средств,нет,0.0
физ. лицо,списание средств,2113.98,безналичный,Минск,Белинвестбанк-ACIG-575,09-01-2015,06:09:38,недостаточно средств,да,207.49
физ. лицо,получение средств,2468.73,безналичный,Брест,Беларусбанк-TZBA-180,20-10-2015,16:56:22,успешно,нет,0.0
физ. лицо,списание средств,30.33,безналичный,Брест,МаксБанк-YZEM-929,12-04-2011,09:14:24,успешно,нет,0.0
физ. лицо,получение средств,328.76,безналичный,Гродно,БелАгропромбанк-ARFF-056,02-02-2002,06:21:46,успешно,нет,0.0
физ. лицо,получение средств,4803.53,безналичный,Могилев,Беларусбанк-QGDJ-427,06-07-2019,04:31:19,успешно,нет,0.0
физ. лицо,получение средств,2036.2,безналичный,Могилев,МаксБанк-VOUC-129,28-03-2001,20:12:53,успешно,нет,0.0
физ. лицо,получение средств,3988.19,безналичный,Витебск,МаксБанк-QQEU-308,15-01-2008,19:06:14,успешно,нет,0.0
физ. лицо,списание средств,1505.57,безналичный,Минск,Беларусбанк-HUGE-890,24-11-2000,06:04:09,неправильный ввод пин-кода,да,39.89
физ. лицо,списание средств,483.48,наличный,Минск,БелАгропромбанк-RCEO-351,09-12-2017,19:09:17,успешно,да,20.47
физ. лицо,получение средств,110.31,безналичный,Витебск,Белинвестбанк-FQSO-213,23-06-2019,11:53:22,успешно,нет,0.0
физ. лицо,получение средств,3406.31,безналичный,Брест,МаксБанк-VFWX-361,30-06-2000,11:23:26,успешно,нет,0.0
физ. лицо,получение средств,1377.59,безналичный,Брест,Приорбанк-YXZZ-145,03-12-2011,19:35:14,успешно,нет,0.0
физ. лицо,получение средств,1743.26,безналичный,Гомель,Беларусбанк-SZCU-325,25-07-2016,10:13:50,успешно,нет,0.0
физ. лицо,получение средств,2528.21,безналичный,Могилев,Белинвестбанк-TLBX-432,17-01-2001,03:25:38,успешно,нет,0.0
физ. лицо,списание средств,99.19,безналичный,Гомель,Белинвестбанк-LNEH-622,01-09-2021,16:07:04,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,2052.29,наличный,Гродно,БелАгропромбанк-OYOP-398,15-02-2019,19:11:50,успешно,нет,0.0
физ. лицо,списание средств,1596.27,безналичный,Минск,Приорбанк-GTGJ-524,05-11-2012,02:12:07,успешно,да,145.52
физ. лицо,получение средств,2224.85,безналичный,Гродно,Беларусбанк-LJCJ-081,21-05-2018,09:41:48,успешно,нет,0.0
физ. лицо,списание средств,4735.17,безналичный,Брест,БелАгропромбанк-GHWI-242,19-09-2010,06:24:50,недостаточно средств,нет,0.0
физ. лицо,списание средств,3819.64,безналичный,Минск,МаксБанк-YHFE-579,05-05-2018,11:12:50,успешно,нет,0.0
физ. лицо,получение средств,4717.87,наличный,Могилев,Белинвестбанк-WAZI-774,14-11-2010,09:55:11,успешно,нет,0.0
физ. лицо,списание средств,3456.57,наличный,Брест,Приорбанк-IMAL-311,26-06-2012,20:33:30,успешно,нет,0.0
физ. лицо,получение средств,3005.88,наличный,Минск,Беларусбанк-PJBV-904,01-09-2011,03:53:38,успешно,нет,0.0
физ. лицо,получение средств,2520.05,наличный,Гомель,МаксБанк-CWUL-411,14-10-2019,02:09:03,успешно,нет,0.0
физ. лицо,списание средств,3255.02,наличный,Гродно,Беларусбанк-CGPH-680,22-01-2002,00:24:38,недостаточно средств,да,278.97
физ. лицо,списание средств,4693.8,безналичный,Минск,Белинвестбанк-OPNT-033,13-02-2011,19:21:48,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,4700.97,безналичный,Минск,Белинвестбанк-FMLI-191,30-10-2018,17:16:39,успешно,нет,0.0
физ. лицо,списание средств,4437.23,безналичный,Гродно,БелАгропромбанк-LPHB-191,05-05-2016,19:47:46,успешно,да,301.87
физ. лицо,списание средств,575.19,наличный,Брест,Белинвестбанк-BVCE-474,11-05-2009,18:38:07,недостаточно средств,нет,0.0
физ. лицо,списание средств,4332.62,безналичный,Гомель,БелАгропромбанк-OQRE-939,30-10-2005,17:58:22,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2789.99,наличный,Гомель,БелАгропромбанк-YBDA-463,22-12-2019,20:12:47,недостаточно средств,да,238.77
физ. лицо,получение средств,2309.08,безналичный,Минск,Приорбанк-LDKK-669,19-08-2021,06:13:36,успешно,нет,0.0
физ. лицо,получение средств,313.61,наличный,Брест,Беларусбанк-ADGN-886,05-02-2014,06:49:43,успешно,нет,0.0
физ. лицо,списание средств,3130.22,безналичный,Витебск,Приорбанк-OSXW-143,09-06-2001,20:28:03,неправильный ввод пин-кода,да,74.5
физ. лицо,получение средств,4456.02,безналичный,Могилев,БелАгропромбанк-SANL-185,05-04-2020,22:01:13,успешно,нет,0.0
физ. лицо,списание средств,1259.25,наличный,Гродно,Белинвестбанк-WLKJ-465,02-02-2008,10:43:13,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4642.55,наличный,Гомель,МаксБанк-ECID-706,29-06-2003,17:06:57,недостаточно средств,да,361.37
физ. лицо,получение средств,1171.5,безналичный,Гомель,БелАгропромбанк-KDGE-074,07-10-2011,12:36:04,успешно,нет,0.0
физ. лицо,списание средств,2079.06,безналичный,Гродно,Беларусбанк-AOYN-760,27-01-2014,14:29:54,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2475.97,наличный,Гродно,МаксБанк-ZGVH-184,10-09-2016,18:15:43,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1575.74,безналичный,Гомель,МаксБанк-JBJK-881,06-09-2012,08:39:38,успешно,нет,0.0
физ. лицо,получение средств,881.24,безналичный,Витебск,Беларусбанк-CPGM-230,22-07-2014,22:23:13,успешно,нет,0.0
физ. лицо,получение средств,4042.01,наличный,Гродно,Беларусбанк-NRYP-448,30-05-2018,08:51:01,успешно,нет,0.0
физ. лицо,списание средств,2215.13,безналичный,Гомель,Приорбанк-PDAR-420,27-01-2023,02:53:41,успешно,да,149.22
физ. лицо,получение средств,4423.72,наличный,Могилев,Беларусбанк-BJZF-124,29-03-2018,02:53:11,успешно,нет,0.0
физ. лицо,получение средств,3037.03,безналичный,Гомель,МаксБанк-YTLC-171,10-04-2016,03:27:20,успешно,нет,0.0
физ. лицо,списание средств,3190.52,безналичный,Минск,Белинвестбанк-OOPQ-192,11-02-2008,01:30:55,недостаточно средств,да,140.56
физ. лицо,получение средств,4576.56,наличный,Могилев,Белинвестбанк-WZIF-432,04-11-2001,08:26:28,успешно,нет,0.0
физ. лицо,списание средств,41.35,наличный,Гомель,МаксБанк-ZSUZ-344,26-07-2001,06:31:13,недостаточно средств,да,3.36
физ. лицо,списание средств,3499.04,безналичный,Минск,МаксБанк-ETWA-092,03-08-2008,19:26:40,успешно,нет,0.0
физ. лицо,получение средств,296.91,безналичный,Минск,Белинвестбанк-NRVX-430,29-11-2016,08:38:08,успешно,нет,0.0
физ. лицо,получение средств,2798.86,безналичный,Гродно,Беларусбанк-BYNB-180,20-07-2017,03:54:35,успешно,нет,0.0
физ. лицо,списание средств,2739.14,наличный,Гомель,Беларусбанк-SYYO-089,01-10-2022,22:26:56,недостаточно средств,да,49.7
физ. лицо,получение средств,210.69,безналичный,Витебск,БелАгропромбанк-RWTE-438,10-09-2015,21:58:27,успешно,нет,0.0
физ. лицо,получение средств,4374.62,наличный,Гомель,Белинвестбанк-TWOL-616,11-12-2024,15:29:18,успешно,нет,0.0
физ. лицо,списание средств,3461.91,безналичный,Гомель,МаксБанк-DKZN-921,09-05-2016,17:23:16,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2074.74,наличный,Минск,Белинвестбанк-TNFZ-223,17-09-2017,04:20:36,успешно,нет,0.0
физ. лицо,списание средств,51.09,наличный,Брест,МаксБанк-VUPR-796,25-01-2006,09:05:15,успешно,нет,0.0
физ. лицо,получение средств,968.14,безналичный,Брест,Беларусбанк-OCPG-352,20-08-2018,04:10:24,успешно,нет,0.0
физ. лицо,списание средств,4360.75,наличный,Гомель,Приорбанк-GSCI-271,24-08-2013,23:02:57,недостаточно средств,да,87.51
физ. лицо,получение средств,4611.3,наличный,Гомель,МаксБанк-FGPC-083,30-06-2022,16:29:57,успешно,нет,0.0
физ. лицо,списание средств,4657.11,наличный,Гродно,МаксБанк-XTVF-916,22-12-2024,19:14:17,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1603.25,наличный,Брест,БелАгропромбанк-OKOS-845,17-11-2020,03:56:57,успешно,нет,0.0
физ. лицо,списание средств,4059.6,безналичный,Витебск,Приорбанк-BYJT-366,05-03-2012,18:59:55,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3234.76,наличный,Витебск,МаксБанк-BTOE-618,06-09-2008,04:11:52,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,287.22,наличный,Могилев,Беларусбанк-UULP-661,20-12-2011,08:44:02,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2094.11,безналичный,Могилев,Белинвестбанк-RTCJ-509,31-05-2007,20:03:43,успешно,нет,0.0
физ. лицо,списание средств,475.82,безналичный,Гомель,Приорбанк-QHPM-782,18-11-2024,13:45:07,неправильный ввод пин-кода,да,25.72
физ. лицо,получение средств,2984.24,наличный,Могилев,Приорбанк-JXMM-571,18-12-2005,17:54:33,успешно,нет,0.0
физ. лицо,получение средств,4037.44,наличный,Гродно,БелАгропромбанк-RNIF-287,06-03-2017,01:12:51,успешно,нет,0.0
физ. лицо,получение средств,4318.61,безналичный,Брест,Приорбанк-JBGI-081,24-09-2004,19:24:07,успешно,нет,0.0
физ. лицо,списание средств,2580.38,наличный,Гомель,МаксБанк-SMSS-875,16-03-2016,22:49:40,недостаточно средств,да,124.7
физ. лицо,списание средств,701.47,безналичный,Могилев,БелАгропромбанк-DCSH-479,14-08-2006,11:35:12,неправильный ввод пин-кода,да,20.49
физ. лицо,списание средств,1733.5,наличный,Витебск,МаксБанк-HRRE-040,11-09-2012,15:46:46,недостаточно средств,нет,0.0
физ. лицо,списание средств,1559.29,наличный,Гомель,Белинвестбанк-KLTV-750,17-12-2013,15:00:16,успешно,нет,0.0
физ. лицо,списание средств,3319.12,безналичный,Минск,БелАгропромбанк-WNUV-441,11-02-2009,07:33:16,неправильный ввод пин-кода,да,209.36
физ. лицо,списание средств,1942.95,безналичный,Могилев,Белинвестбанк-NMMT-252,05-02-2018,01:30:55,неправильный ввод пин-кода,да,100.88
физ. лицо,списание средств,1896.09,безналичный,Могилев,Белинвестбанк-MBSP-893,31-08-2000,04:03:45,неправильный ввод пин-кода,да,130.29
физ. лицо,списание средств,3553.43,наличный,Гомель,БелАгропромбанк-VDTT-043,30-07-2006,16:45:14,успешно,да,148.6
физ. лицо,получение средств,2360.34,наличный,Брест,МаксБанк-AKLY-128,29-07-2008,13:07:16,успешно,нет,0.0
физ. лицо,получение средств,415.02,наличный,Витебск,БелАгропромбанк-WNIW-399,20-12-2011,23:10:21,успешно,нет,0.0
физ. лицо,списание средств,127.27,безналичный,Гомель,Белинвестбанк-EKSS-496,10-07-2016,09:01:28,успешно,да,9.17
физ. лицо,получение средств,3565.95,безналичный,Витебск,Беларусбанк-UPIA-089,01-01-2001,14:41:26,успешно,нет,0.0
физ. лицо,получение средств,1689.57,наличный,Гродно,Белинвестбанк-ISEE-000,01-10-2001,14:18:36,успешно,нет,0.0
физ. лицо,списание средств,3356.63,безналичный,Гродно,Приорбанк-FKFW-499,20-01-2024,18:09:44,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4408.67,наличный,Брест,Приорбанк-VPNR-459,25-10-2003,02:14:32,неправильный ввод пин-кода,да,169.87
физ. лицо,получение средств,927.4,наличный,Минск,МаксБанк-CLHX-398,31-07-2003,06:12:41,успешно,нет,0.0
физ. лицо,получение средств,3575.25,наличный,Могилев,Приорбанк-EBOJ-023,19-06-2005,22:26:17,успешно,нет,0.0
физ. лицо,списание средств,1507.33,безналичный,Могилев,Беларусбанк-IWKE-591,29-02-2020,17:45:33,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1679.57,наличный,Брест,Белинвестбанк-EGQH-732,26-08-2022,20:15:56,успешно,нет,0.0
физ. лицо,получение средств,872.6,безналичный,Гродно,МаксБанк-ZPNC-626,05-08-2013,02:49:31,успешно,нет,0.0
физ. лицо,получение средств,3894.63,безналичный,Брест,Приорбанк-PWKD-546,04-10-2007,13:58:39,успешно,нет,0.0
физ. лицо,получение средств,2745.53,наличный,Гомель,МаксБанк-BGSU-379,25-01-2014,19:37:49,успешно,нет,0.0
физ. лицо,списание средств,2743.74,наличный,Витебск,Беларусбанк-VYQH-367,05-09-2021,16:38:41,успешно,нет,0.0
физ. лицо,списание средств,4968.13,наличный,Брест,Беларусбанк-SOQU-599,01-01-2003,21:00:19,недостаточно средств,да,198.75
физ. лицо,списание средств,2879.64,наличный,Гомель,Белинвестбанк-YVGT-400,09-08-2020,20:18:41,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,37.22,наличный,Гродно,Белинвестбанк-IZXF-516,29-06-2023,18:22:41,недостаточно средств,да,1.19
физ. лицо,получение средств,3809.42,наличный,Минск,БелАгропромбанк-MQQM-446,31-08-2016,16:12:27,успешно,нет,0.0
физ. лицо,получение средств,1636.17,безналичный,Минск,МаксБанк-UVBU-231,10-03-2003,07:51:18,успешно,нет,0.0
физ. лицо,получение средств,125.07,наличный,Гродно,Приорбанк-GHDE-615,11-04-2000,10:13:25,успешно,нет,0.0
физ. лицо,получение средств,4475.81,безналичный,Витебск,Беларусбанк-HOVN-854,31-10-2013,13:12:42,успешно,нет,0.0
физ. лицо,списание средств,3064.82,наличный,Гродно,МаксБанк-BPMZ-372,01-01-2022,03:42:35,успешно,нет,0.0
физ. лицо,списание средств,3458.32,безналичный,Могилев,БелАгропромбанк-PNIK-500,29-11-2023,10:18:37,неправильный ввод пин-кода,да,51.96
физ. лицо,списание средств,4529.09,безналичный,Минск,Беларусбанк-IDHW-585,01-09-2006,12:27:18,недостаточно средств,нет,0.0
физ. лицо,получение средств,3606.01,безналичный,Гродно,МаксБанк-MIGM-217,08-05-2022,03:44:58,успешно,нет,0.0
физ. лицо,получение средств,852.17,безналичный,Гомель,Приорбанк-EGHZ-286,10-10-2004,12:58:06,успешно,нет,0.0
физ. лицо,списание средств,291.31,безналичный,Витебск,МаксБанк-EGNF-069,22-05-2018,03:31:49,успешно,нет,0.0
физ. лицо,получение средств,611.1,безналичный,Витебск,Беларусбанк-ASUX-137,08-04-2006,22:00:22,успешно,нет,0.0
физ. лицо,получение средств,147.62,наличный,Брест,МаксБанк-CMLI-482,12-09-2011,14:27:17,успешно,нет,0.0
физ. лицо,получение средств,3165.62,наличный,Брест,МаксБанк-PXMH-486,09-12-2006,04:32:40,успешно,нет,0.0
физ. лицо,списание средств,4429.27,наличный,Минск,Белинвестбанк-KYQY-411,13-05-2011,08:01:37,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3782.81,наличный,Витебск,МаксБанк-KHSU-856,21-08-2004,12:22:33,успешно,нет,0.0
физ. лицо,списание средств,1245.29,наличный,Витебск,МаксБанк-YDWW-201,09-08-2000,05:09:46,неправильный ввод пин-кода,да,19.33
физ. лицо,получение средств,1005.2,безналичный,Витебск,БелАгропромбанк-VMVJ-916,17-09-2004,14:07:56,успешно,нет,0.0
физ. лицо,списание средств,4585.0,наличный,Витебск,Беларусбанк-BEEV-100,11-02-2012,02:22:34,неправильный ввод пин-кода,да,85.94
физ. лицо,получение средств,1695.95,безналичный,Минск,Белинвестбанк-BCAK-564,06-04-2017,16:53:28,успешно,нет,0.0
физ. лицо,получение средств,3106.31,наличный,Гродно,МаксБанк-JRSM-444,21-02-2012,00:43:47,успешно,нет,0.0
физ. лицо,списание средств,1935.2,безналичный,Могилев,Белинвестбанк-QHLJ-646,18-12-2021,22:59:16,успешно,да,148.04
физ. лицо,списание средств,2552.32,наличный,Витебск,МаксБанк-SQDZ-001,24-09-2021,05:09:06,недостаточно средств,нет,0.0
физ. лицо,списание средств,757.05,наличный,Гомель,Приорбанк-ZEGW-478,21-06-2014,23:44:52,успешно,нет,0.0
физ. лицо,списание средств,3122.03,наличный,Гродно,Беларусбанк-GPCT-967,27-05-2002,01:30:55,недостаточно средств,нет,0.0
физ. лицо,списание средств,1897.16,безналичный,Могилев,Беларусбанк-UPOJ-269,24-07-2013,16:27:03,неправильный ввод пин-кода,да,176.63
физ. лицо,получение средств,1227.66,наличный,Могилев,Приорбанк-BEZL-524,16-03-2005,14:44:21,успешно,нет,0.0
физ. лицо,получение средств,2617.62,безналичный,Минск,Приорбанк-WLEY-288,22-03-2013,22:22:11,успешно,нет,0.0
физ. лицо,списание средств,412.18,безналичный,Минск,БелАгропромбанк-SZAU-847,10-10-2020,17:48:14,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,4601.09,наличный,Минск,БелАгропромбанк-HYOB-834,12-08-2004,19:07:54,успешно,нет,0.0
физ. лицо,получение средств,995.28,безналичный,Минск,МаксБанк-MSMG-212,27-04-2018,23:03:04,успешно,нет,0.0
физ. лицо,получение средств,2448.0,безналичный,Могилев,МаксБанк-SRIH-351,07-04-2013,14:34:32,успешно,нет,0.0
физ. лицо,получение средств,2505.73,безналичный,Могилев,Белинвестбанк-SSOG-240,01-12-2010,15:35:23,успешно,нет,0.0
физ. лицо,списание средств,2760.98,наличный,Гродно,Белинвестбанк-NQRY-559,20-03-2009,11:00:16,успешно,да,49.24
физ. лицо,списание средств,3661.88,безналичный,Витебск,БелАгропромбанк-GTBW-949,10-05-2010,20:53:21,успешно,да,355.79
физ. лицо,списание средств,295.39,безналичный,Витебск,МаксБанк-TNWI-820,06-11-2017,07:19:59,недостаточно средств,нет,0.0
физ. лицо,получение средств,3077.77,наличный,Гомель,Беларусбанк-BRLU-788,14-09-2017,23:48:30,успешно,нет,0.0
физ. лицо,списание средств,4238.33,наличный,Брест,Беларусбанк-SMUC-617,01-05-2005,07:30:56,неправильный ввод пин-кода,да,367.78
физ. лицо,получение средств,4434.37,наличный,Витебск,Белинвестбанк-CMOX-456,20-09-2009,13:56:15,успешно,нет,0.0
физ. лицо,списание средств,3278.84,безналичный,Брест,МаксБанк-JCGH-650,12-09-2013,03:45:27,неправильный ввод пин-кода,да,71.56
физ. лицо,списание средств,4820.72,наличный,Гомель,Белинвестбанк-QWUP-884,07-03-2022,06:22:54,недостаточно средств,нет,0.0
физ. лицо,списание средств,530.59,безналичный,Витебск,МаксБанк-GACZ-704,23-05-2011,05:23:43,неправильный ввод пин-кода,да,20.9
физ. лицо,списание средств,3240.44,безналичный,Брест,Беларусбанк-VGHB-300,23-10-2001,17:18:49,неправильный ввод пин-кода,да,64.92
физ. лицо,получение средств,2635.02,безналичный,Брест,Приорбанк-XZFU-113,23-07-2012,02:21:20,успешно,нет,0.0
физ. лицо,списание средств,3642.36,наличный,Брест,МаксБанк-GKDO-537,20-12-2016,05:40:52,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,691.64,наличный,Могилев,Белинвестбанк-NHHK-377,31-03-2016,12:42:01,успешно,нет,0.0
физ. лицо,получение средств,2059.05,безналичный,Витебск,БелАгропромбанк-EWQF-778,06-10-2004,08:25:01,успешно,нет,0.0
физ. лицо,получение средств,4756.48,безналичный,Гомель,Беларусбанк-YVCB-873,27-10-2002,23:14:04,успешно,нет,0.0
физ. лицо,списание средств,2248.36,наличный,Гродно,БелАгропромбанк-STTC-187,29-12-2005,07:31:25,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,806.34,наличный,Могилев,МаксБанк-AMKI-939,15-04-2023,16:45:12,недостаточно средств,нет,0.0
физ. лицо,списание средств,1079.98,безналичный,Витебск,Беларусбанк-QOKE-791,20-08-2014,13:35:14,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,963.91,безналичный,Минск,Приорбанк-XJAL-345,14-01-2023,11:17:31,успешно,нет,0.0
физ. лицо,списание средств,4964.45,безналичный,Могилев,Приорбанк-AMKA-654,20-10-2024,09:23:51,успешно,нет,0.0
физ. лицо,получение средств,4662.3,наличный,Минск,Беларусбанк-QNFY-724,04-11-2021,02:44:11,успешно,нет,0.0
физ. лицо,списание средств,1959.91,безналичный,Гомель,МаксБанк-CWFZ-596,22-06-2015,17:49:29,недостаточно средств,нет,0.0
физ. лицо,получение средств,4538.17,наличный,Минск,Белинвестбанк-YIAW-583,02-12-2004,03:07:47,успешно,нет,0.0
физ. лицо,получение средств,1269.43,наличный,Могилев,Беларусбанк-XQVG-153,12-01-2017,16:34:49,успешно,нет,0.0
физ. лицо,списание средств,1048.97,безналичный,Брест,Белинвестбанк-OWUK-030,02-11-2021,01:42:11,недостаточно средств,нет,0.0
физ. лицо,получение средств,4519.15,наличный,Витебск,Беларусбанк-ASKN-172,31-10-2023,21:30:13,успешно,нет,0.0
физ. лицо,получение средств,1557.46,безналичный,Гомель,Беларусбанк-ZPGH-798,26-05-2010,07:07:41,успешно,нет,0.0
физ. лицо,списание средств,3303.67,безналичный,Витебск,Белинвестбанк-HEUU-541,29-08-2023,01:32:14,успешно,нет,0.0
физ. лицо,получение средств,657.86,безналичный,Витебск,Беларусбанк-MQTT-469,25-09-2020,19:35:46,успешно,нет,0.0
физ. лицо,списание средств,1528.68,безналичный,Гродно,МаксБанк-EDHS-005,06-01-2005,09:22:49,успешно,нет,0.0
физ. лицо,списание средств,4828.81,безналичный,Брест,Белинвестбанк-RZRI-462,19-09-2019,20:16:37,успешно,да,401.28
физ. лицо,списание средств,1420.02,наличный,Витебск,Беларусбанк-QXTV-226,29-02-2000,08:56:50,успешно,нет,0.0
физ. лицо,получение средств,1837.18,наличный,Гродно,МаксБанк-DRUY-053,24-11-2014,23:19:33,успешно,нет,0.0
физ. лицо,получение средств,552.36,наличный,Гомель,Приорбанк-BVME-768,14-10-2010,00:36:26,успешно,нет,0.0
физ. лицо,получение средств,3331.89,наличный,Гомель,БелАгропромбанк-WHUC-773,15-04-2004,20:19:08,успешно,нет,0.0
физ. лицо,получение средств,4799.98,безналичный,Гомель,Белинвестбанк-UVMP-024,07-03-2024,06:28:15,успешно,нет,0.0
физ. лицо,списание средств,3944.41,безналичный,Витебск,Белинвестбанк-FOAP-393,04-09-2011,13:53:01,успешно,да,319.67
физ. лицо,получение средств,2995.89,безналичный,Минск,Приорбанк-DGGF-282,27-05-2011,21:01:54,успешно,нет,0.0
физ. лицо,получение средств,1434.21,наличный,Витебск,Белинвестбанк-FTGA-018,06-04-2014,09:34:37,успешно,нет,0.0
физ. лицо,списание средств,4587.2,безналичный,Витебск,Белинвестбанк-WHIQ-098,10-03-2021,01:33:10,недостаточно средств,да,339.33
физ. лицо,получение средств,3085.67,наличный,Гродно,Беларусбанк-OCYE-567,22-04-2003,19:32:59,успешно,нет,0.0
физ. лицо,получение средств,750.83,наличный,Гродно,Приорбанк-EIJX-782,28-04-2017,23:29:43,успешно,нет,0.0
физ. лицо,получение средств,139.77,наличный,Витебск,Белинвестбанк-OSKA-077,19-03-2019,21:51:07,успешно,нет,0.0
физ. лицо,получение средств,1310.9,наличный,Гродно,БелАгропромбанк-WCKO-513,18-10-2011,11:44:50,успешно,нет,0.0
физ. лицо,получение средств,1184.12,наличный,Минск,Беларусбанк-ZUDM-237,10-11-2016,07:58:18,успешно,нет,0.0
физ. лицо,получение средств,2750.8,наличный,Могилев,Беларусбанк-PVDZ-500,07-08-2013,05:02:11,успешно,нет,0.0
физ. лицо,списание средств,2056.81,безналичный,Минск,МаксБанк-VQIQ-821,09-07-2014,12:34:43,неправильный ввод пин-кода,да,96.75
физ. лицо,списание средств,3410.16,наличный,Гродно,МаксБанк-UMVS-874,26-09-2021,11:22:18,недостаточно средств,нет,0.0
физ. лицо,списание средств,2080.61,наличный,Гродно,БелАгропромбанк-WKEN-941,06-12-2017,21:03:55,недостаточно средств,да,114.43
физ. лицо,получение средств,851.59,наличный,Могилев,Беларусбанк-IEFF-445,16-10-2013,19:16:05,успешно,нет,0.0
физ. лицо,получение средств,4647.79,безналичный,Минск,Беларусбанк-ZMBQ-777,25-04-2006,12:32:43,успешно,нет,0.0
физ. лицо,получение средств,4291.51,наличный,Минск,Беларусбанк-DRCW-228,24-04-2000,15:47:49,успешно,нет,0.0
физ. лицо,списание средств,1159.19,безналичный,Гомель,Белинвестбанк-CXIM-563,30-10-2012,06:07:52,успешно,нет,0.0
физ. лицо,списание средств,2183.07,безналичный,Минск,Беларусбанк-UVTV-388,31-05-2005,18:34:47,успешно,да,170.46
физ. лицо,получение средств,1975.32,безналичный,Витебск,Белинвестбанк-ALZE-963,15-02-2004,14:06:11,успешно,нет,0.0
физ. лицо,списание средств,41.67,безналичный,Витебск,БелАгропромбанк-OJIA-048,28-09-2023,13:29:19,успешно,нет,0.0
физ. лицо,списание средств,1881.78,безналичный,Минск,Приорбанк-MXKN-125,04-05-2022,14:52:49,неправильный ввод пин-кода,да,33.45
физ. лицо,получение средств,1340.92,наличный,Могилев,Белинвестбанк-NERJ-855,23-12-2014,13:56:42,успешно,нет,0.0
физ. лицо,списание средств,1020.13,безналичный,Брест,МаксБанк-QFJU-918,12-01-2012,01:02:45,недостаточно средств,нет,0.0
физ. лицо,получение средств,663.2,наличный,Гомель,БелАгропромбанк-OJTG-982,18-10-2014,23:29:44,успешно,нет,0.0
физ. лицо,списание средств,2245.31,безналичный,Минск,БелАгропромбанк-APLM-238,18-07-2010,19:45:23,успешно,да,100.55
физ. лицо,списание средств,3438.92,безналичный,Витебск,МаксБанк-PBVB-482,30-08-2001,17:24:42,успешно,нет,0.0
физ. лицо,получение средств,3519.19,безналичный,Гродно,Беларусбанк-DIHU-742,07-02-2013,10:35:43,успешно,нет,0.0
физ. лицо,списание средств,474.91,наличный,Гродно,МаксБанк-CNZA-235,06-08-2000,18:11:59,неправильный ввод пин-кода,да,7.78
физ. лицо,списание средств,3711.45,безналичный,Минск,Белинвестбанк-KHSV-056,28-10-2021,21:22:05,недостаточно средств,нет,0.0
физ. лицо,списание средств,4188.51,наличный,Могилев,Беларусбанк-CWRT-714,01-08-2015,05:26:10,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1862.07,наличный,Брест,МаксБанк-OAPX-512,30-06-2004,10:04:18,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,773.84,безналичный,Гомель,Беларусбанк-DGKL-374,07-12-2017,14:09:36,успешно,нет,0.0
