Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,получение средств,4755.88,наличный,Гомель,МаксБанк-VFWE-799,17-09-2007,21:38:20,успешно,нет,0.0
юр. лицо,списание средств,1050.23,безналичный,Минск,Приорбанк-BOQH-711,10-02-2014,15:55:54,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,498.92,наличный,Витебск,Беларусбанк-DWBD-808,22-11-2018,01:00:51,успешно,нет,0.0
физ. лицо,списание средств,444.57,наличный,Минск,Беларусбанк-TXVN-688,12-12-2012,04:59:35,успешно,нет,0.0
юр. лицо,списание средств,4768.08,наличный,Брест,МаксБанк-XCQI-176,23-09-2019,14:34:29,недостаточно средств,да,382.68
юр. лицо,получение средств,3994.44,безналичный,Гродно,Приорбанк-DGPE-818,27-03-2023,09:45:15,успешно,нет,0.0
физ. лицо,списание средств,1247.47,безналичный,Витебск,МаксБанк-WWAL-571,28-03-2018,18:23:37,недостаточно средств,нет,0.0
физ. лицо,получение средств,919.95,наличный,Гомель,Беларусбанк-WZSN-535,19-05-2008,16:17:01,успешно,нет,0.0
юр. лицо,получение средств,2757.07,наличный,Гродно,Беларусбанк-CMPX-469,16-10-2000,17:59:54,успешно,нет,0.0
юр. лицо,списание средств,1520.98,безналичный,Гродно,МаксБанк-NGWT-726,07-08-2005,23:56:24,успешно,да,59.42
юр. лицо,списание средств,1916.45,безналичный,Витебск,МаксБанк-HWZH-085,10-07-2003,15:14:55,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2503.68,безналичный,Могилев,Беларусбанк-CDTP-249,21-06-2022,15:00:41,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4925.85,безналичный,Гомель,МаксБанк-ZTXV-719,19-06-2004,03:13:27,неправильный ввод пин-кода,да,89.09
физ. лицо,списание средств,220.87,наличный,Витебск,Беларусбанк-GLXZ-071,14-05-2007,20:00:59,недостаточно средств,да,21.97
юр. лицо,получение средств,4536.63,наличный,Минск,МаксБанк-VCMO-623,22-06-2023,12:34:33,успешно,нет,0.0
физ. лицо,списание средств,1461.61,наличный,Могилев,Приорбанк-XRUH-443,13-02-2004,11:41:12,успешно,нет,0.0
физ. лицо,получение средств,6.95,безналичный,Брест,Приорбанк-WJRC-934,25-09-2001,06:59:39,успешно,нет,0.0
физ. лицо,получение средств,4696.32,безналичный,Брест,Приорбанк-RGWY-685,03-02-2011,12:29:03,успешно,нет,0.0
физ. лицо,получение средств,4069.43,наличный,Гомель,Приорбанк-OZRC-853,13-07-2008,22:04:28,успешно,нет,0.0
юр. лицо,списание средств,4934.04,наличный,Гомель,МаксБанк-VVBB-359,27-08-2012,05:04:16,успешно,да,412.3
юр. лицо,списание средств,3838.87,наличный,Витебск,Приорбанк-CMIC-595,24-08-2012,09:56:06,неправильный ввод пин-кода,да,265.75
юр. лицо,списание средств,2436.12,наличный,Витебск,Беларусбанк-ELAS-900,22-04-2008,00:49:06,недостаточно средств,нет,0.0
физ. лицо,списание средств,1142.42,безналичный,Минск,Приорбанк-IZES-449,09-10-2002,12:21:23,недостаточно средств,нет,0.0
юр. лицо,получение средств,3912.95,наличный,Минск,Приорбанк-OELE-773,01-12-2015,13:38:27,успешно,нет,0.0
юр. лицо,списание средств,1389.69,безналичный,Могилев,Белинвестбанк-GZSH-856,16-07-2009,04:50:22,успешно,нет,0.0
юр. лицо,списание средств,2457.2,безналичный,Витебск,Беларусбанк-VIQQ-947,28-06-2012,08:50:46,недостаточно средств,нет,0.0
физ. лицо,получение средств,2732.3,наличный,Гомель,МаксБанк-SWJM-597,16-03-2018,20:38:35,успешно,нет,0.0
физ. лицо,списание средств,53.81,наличный,Гродно,БелАгропромбанк-MWWW-441,18-06-2022,04:11:08,неправильный ввод пин-кода,да,1.64
юр. лицо,списание средств,1253.02,безналичный,Могилев,Белинвестбанк-AVHG-492,27-04-2011,17:46:13,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,458.55,безналичный,Гомель,Приорбанк-RFUW-139,31-05-2001,19:55:08,успешно,да,32.36
физ. лицо,получение средств,1152.32,безналичный,Могилев,Белинвестбанк-TLOU-674,12-08-2005,14:01:05,успешно,нет,0.0
юр. лицо,получение средств,2998.95,безналичный,Брест,Приорбанк-MVVT-190,13-02-2002,18:50:32,успешно,нет,0.0
юр. лицо,получение средств,4355.7,безналичный,Гродно,Приорбанк-TSSV-792,23-05-2015,00:14:25,успешно,нет,0.0
физ. лицо,получение средств,892.73,безналичный,Могилев,Приорбанк-KFWP-770,21-03-2007,12:12:56,успешно,нет,0.0
юр. лицо,получение средств,2565.32,наличный,Могилев,Приорбанк-LSEM-707,26-05-2010,09:17:13,успешно,нет,0.0
юр. лицо,получение средств,217.78,наличный,Гродно,Приорбанк-XZFP-842,31-03-2017,19:32:33,успешно,нет,0.0
физ. лицо,списание средств,4397.59,наличный,Гродно,Белинвестбанк-WLXX-387,30-11-2005,21:40:29,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4498.94,наличный,Гомель,Беларусбанк-NFBX-681,05-07-2003,07:35:11,недостаточно средств,нет,0.0
физ. лицо,получение средств,418.5,наличный,Витебск,БелАгропромбанк-JWAM-137,29-07-2011,07:48:40,успешно,нет,0.0
юр. лицо,получение средств,2303.71,наличный,Могилев,Белинвестбанк-CXAY-225,24-02-2024,20:39:54,успешно,нет,0.0
физ. лицо,списание средств,3583.08,безналичный,Витебск,Приорбанк-DAWL-185,06-02-2013,23:26:43,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,721.61,безналичный,Минск,Белинвестбанк-RNKH-922,12-03-2021,04:07:17,успешно,нет,0.0
юр. лицо,получение средств,325.96,наличный,Могилев,МаксБанк-QJFF-809,14-10-2002,21:40:12,успешно,нет,0.0
юр. лицо,списание средств,2343.88,безналичный,Могилев,МаксБанк-CSFB-479,23-05-2005,06:43:53,недостаточно средств,нет,0.0
юр. лицо,списание средств,4727.37,безналичный,Минск,МаксБанк-HZFJ-541,14-05-2016,19:07:16,недостаточно средств,нет,0.0
физ. лицо,списание средств,3743.61,безналичный,Гомель,Беларусбанк-RIHA-393,09-06-2016,13:13:55,успешно,нет,0.0
юр. лицо,списание средств,3105.0,наличный,Минск,БелАгропромбанк-EKHZ-391,01-06-2020,08:38:34,неправильный ввод пин-кода,да,82.32
физ. лицо,списание средств,3023.82,безналичный,Гомель,Приорбанк-CGIR-636,14-02-2002,23:25:39,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4272.09,наличный,Гомель,БелАгропромбанк-LVBP-264,25-04-2020,15:29:33,неправильный ввод пин-кода,да,137.57
юр. лицо,получение средств,299.42,безналичный,Брест,Приорбанк-MXMK-029,14-07-2010,15:30:57,успешно,нет,0.0
юр. лицо,списание средств,3741.2,наличный,Могилев,Приорбанк-OJEN-775,26-12-2005,07:12:29,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1671.98,безналичный,Гомель,Беларусбанк-HSSD-833,30-04-2015,22:43:21,успешно,нет,0.0
юр. лицо,списание средств,1150.09,наличный,Гродно,БелАгропромбанк-ELKM-502,31-08-2005,10:52:38,недостаточно средств,нет,0.0
юр. лицо,получение средств,4323.12,безналичный,Витебск,Приорбанк-HWST-854,10-05-2009,02:02:26,успешно,нет,0.0
физ. лицо,списание средств,1944.62,безналичный,Гомель,Приорбанк-NOMA-544,14-01-2018,13:38:29,недостаточно средств,нет,0.0
юр. лицо,получение средств,4221.06,безналичный,Могилев,БелАгропромбанк-CRIY-990,24-04-2023,04:53:49,успешно,нет,0.0
физ. лицо,получение средств,2296.78,безналичный,Витебск,МаксБанк-XKZW-486,16-03-2009,00:40:31,успешно,нет,0.0
юр. лицо,получение средств,1117.6,наличный,Гродно,Приорбанк-HMTA-072,13-04-2015,19:21:31,успешно,нет,0.0
юр. лицо,получение средств,113.63,наличный,Могилев,Приорбанк-PQMW-865,10-03-2006,12:22:57,успешно,нет,0.0
юр. лицо,получение средств,2111.26,безналичный,Минск,Приорбанк-XSCY-396,29-06-2012,21:05:13,успешно,нет,0.0
физ. лицо,получение средств,3754.14,безналичный,Гродно,МаксБанк-YXPU-950,11-02-2013,08:18:08,успешно,нет,0.0
физ. лицо,списание средств,132.25,наличный,Витебск,Беларусбанк-HSSA-182,27-12-2021,12:12:57,успешно,нет,0.0
физ. лицо,получение средств,4207.6,наличный,Могилев,Белинвестбанк-OLVW-961,07-02-2010,07:48:47,успешно,нет,0.0
физ. лицо,получение средств,3110.52,безналичный,Витебск,БелАгропромбанк-XEPW-348,06-01-2021,01:49:52,успешно,нет,0.0
юр. лицо,получение средств,400.55,наличный,Гродно,Белинвестбанк-GCQS-629,18-07-2005,08:59:02,успешно,нет,0.0
юр. лицо,получение средств,3947.08,безналичный,Минск,БелАгропромбанк-MVTL-039,17-12-2015,11:43:44,успешно,нет,0.0
юр. лицо,списание средств,2335.89,наличный,Гродно,БелАгропромбанк-JKDT-121,19-03-2014,02:15:47,успешно,да,37.85
физ. лицо,получение средств,2676.03,наличный,Брест,МаксБанк-BDRZ-103,13-11-2009,13:43:01,успешно,нет,0.0
юр. лицо,получение средств,4049.72,наличный,Гродно,Приорбанк-YISS-316,22-10-2013,01:30:53,успешно,нет,0.0
юр. лицо,получение средств,3930.29,наличный,Брест,Приорбанк-XTEO-932,19-03-2003,19:32:01,успешно,нет,0.0
юр. лицо,получение средств,4197.61,безналичный,Гродно,МаксБанк-YILH-371,30-10-2022,13:42:56,успешно,нет,0.0
физ. лицо,получение средств,3697.94,наличный,Витебск,БелАгропромбанк-LNZF-005,04-10-2006,17:59:04,успешно,нет,0.0
физ. лицо,получение средств,747.66,безналичный,Гродно,Приорбанк-DTPC-161,24-06-2017,11:31:04,успешно,нет,0.0
физ. лицо,списание средств,4099.15,безналичный,Гродно,Белинвестбанк-PEQB-977,28-07-2012,08:32:24,недостаточно средств,нет,0.0
юр. лицо,списание средств,2703.42,наличный,Гомель,Белинвестбанк-KOGW-834,12-08-2020,04:55:55,неправильный ввод пин-кода,да,81.6
физ. лицо,получение средств,3313.26,наличный,Могилев,Беларусбанк-RDTT-560,22-10-2009,09:17:53,успешно,нет,0.0
юр. лицо,списание средств,2004.54,наличный,Минск,Беларусбанк-XQLR-782,20-09-2024,12:03:16,недостаточно средств,да,32.3
физ. лицо,списание средств,359.15,безналичный,Гомель,Приорбанк-QSJN-472,15-01-2010,07:52:40,неправильный ввод пин-кода,да,22.14
физ. лицо,списание средств,1207.49,наличный,Витебск,Приорбанк-GLZA-843,17-05-2020,07:41:55,неправильный ввод пин-кода,да,55.07
юр. лицо,списание средств,1484.37,безналичный,Витебск,Белинвестбанк-ZHPH-515,14-09-2014,10:42:18,недостаточно средств,нет,0.0
физ. лицо,списание средств,401.28,безналичный,Гомель,Белинвестбанк-VVJH-061,01-09-2009,17:31:44,недостаточно средств,да,34.3
физ. лицо,списание средств,4211.31,безналичный,Гродно,Приорбанк-OKJA-616,15-03-2005,00:46:50,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2200.3,наличный,Брест,БелАгропромбанк-AJHN-563,30-07-2014,12:03:46,успешно,нет,0.0
юр. лицо,получение средств,135.38,наличный,Могилев,БелАгропромбанк-XXJX-115,17-07-2014,05:45:18,успешно,нет,0.0
юр. лицо,списание средств,1298.03,безналичный,Минск,Беларусбанк-PRSS-092,27-11-2024,21:12:34,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,387.74,наличный,Витебск,Белинвестбанк-NHHO-785,02-11-2018,06:01:53,успешно,нет,0.0
физ. лицо,списание средств,202.98,безналичный,Минск,Беларусбанк-XWDR-401,07-04-2006,14:10:04,неправильный ввод пин-кода,да,7.62
физ. лицо,получение средств,3272.43,наличный,Брест,Белинвестбанк-LIBG-018,18-08-2011,22:46:55,успешно,нет,0.0
юр. лицо,списание средств,767.98,безналичный,Брест,Беларусбанк-SEXU-760,14-01-2015,05:51:04,успешно,да,25.71
юр. лицо,списание средств,3972.55,безналичный,Минск,МаксБанк-KJKZ-093,22-07-2004,13:31:32,недостаточно средств,да,137.19
юр. лицо,получение средств,2413.09,безналичный,Брест,Белинвестбанк-PYIX-361,15-02-2009,11:31:46,успешно,нет,0.0
физ. лицо,списание средств,2104.5,безналичный,Минск,Белинвестбанк-ZJIK-419,19-12-2015,17:39:29,недостаточно средств,нет,0.0
физ. лицо,получение средств,4143.56,безналичный,Минск,Приорбанк-OWEZ-602,15-08-2001,01:34:38,успешно,нет,0.0
юр. лицо,получение средств,2580.63,безналичный,Могилев,МаксБанк-IKRD-317,26-07-2002,13:52:07,успешно,нет,0.0
юр. лицо,получение средств,3804.47,безналичный,Гродно,БелАгропромбанк-DXBU-842,23-08-2000,20:43:10,успешно,нет,0.0
юр. лицо,списание средств,4176.24,наличный,Гродно,БелАгропромбанк-UOLK-215,21-02-2001,14:41:53,недостаточно средств,нет,0.0
юр. лицо,получение средств,3676.12,наличный,Витебск,Приорбанк-UYGF-557,05-05-2023,11:07:57,успешно,нет,0.0
юр. лицо,списание средств,3093.7,безналичный,Витебск,Приорбанк-RUOU-109,25-09-2012,22:25:39,успешно,да,265.92
юр. лицо,списание средств,1148.96,наличный,Витебск,Приорбанк-AEQM-285,23-10-2012,14:11:13,недостаточно средств,нет,0.0
юр. лицо,получение средств,3632.26,наличный,Гомель,Приорбанк-EKBQ-973,27-08-2007,01:03:47,успешно,нет,0.0
юр. лицо,списание средств,528.85,наличный,Минск,Белинвестбанк-DWFY-532,09-06-2020,06:32:26,недостаточно средств,да,41.69
физ. лицо,списание средств,1335.38,безналичный,Могилев,Приорбанк-LPZG-704,11-08-2012,05:06:47,недостаточно средств,да,124.47
юр. лицо,получение средств,1962.54,безналичный,Гродно,Белинвестбанк-LBQW-623,16-08-2011,15:53:28,успешно,нет,0.0
юр. лицо,списание средств,1863.95,безналичный,Брест,МаксБанк-MELH-163,24-08-2019,04:05:57,неправильный ввод пин-кода,да,131.5
юр. лицо,списание средств,4588.15,безналичный,Гродно,МаксБанк-FHSJ-033,09-02-2009,05:28:14,неправильный ввод пин-кода,да,150.41
физ. лицо,получение средств,951.15,наличный,Минск,Белинвестбанк-MOMM-352,02-04-2015,02:43:07,успешно,нет,0.0
физ. лицо,списание средств,1047.0,безналичный,Гродно,БелАгропромбанк-WJHL-780,26-02-2015,10:40:12,неправильный ввод пин-кода,да,62.61
физ. лицо,получение средств,3766.43,безналичный,Витебск,БелАгропромбанк-VEPR-135,08-12-2012,16:13:08,успешно,нет,0.0
юр. лицо,списание средств,972.93,наличный,Могилев,Белинвестбанк-DLXS-926,27-11-2017,16:21:47,недостаточно средств,нет,0.0
юр. лицо,получение средств,4615.25,наличный,Могилев,Беларусбанк-PTWH-864,17-01-2016,13:44:52,успешно,нет,0.0
физ. лицо,получение средств,2814.12,безналичный,Гомель,БелАгропромбанк-BHXC-326,10-12-2019,06:57:14,успешно,нет,0.0
юр. лицо,списание средств,534.04,наличный,Могилев,Белинвестбанк-RBPE-584,08-06-2020,05:19:08,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,3184.12,наличный,Гродно,Беларусбанк-JMRC-153,06-01-2019,19:23:12,успешно,нет,0.0
юр. лицо,списание средств,1000.48,наличный,Могилев,БелАгропромбанк-DDRT-855,02-06-2000,06:09:14,неправильный ввод пин-кода,да,85.39
юр. лицо,списание средств,1014.86,безналичный,Минск,Беларусбанк-LXJK-557,19-06-2007,18:02:30,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4479.36,наличный,Могилев,Беларусбанк-RPDX-659,10-01-2012,11:50:44,успешно,нет,0.0
физ. лицо,получение средств,4354.6,безналичный,Гомель,БелАгропромбанк-DKLM-038,19-07-2019,07:43:58,успешно,нет,0.0
физ. лицо,получение средств,3184.81,наличный,Витебск,БелАгропромбанк-BNRZ-803,09-06-2016,16:30:48,успешно,нет,0.0
физ. лицо,получение средств,1934.96,наличный,Гомель,Белинвестбанк-DHVP-651,11-04-2013,17:27:23,успешно,нет,0.0
физ. лицо,получение средств,2500.01,наличный,Витебск,Белинвестбанк-UKQN-115,17-10-2020,02:07:15,успешно,нет,0.0
физ. лицо,списание средств,3326.48,безналичный,Гродно,Беларусбанк-MXPJ-825,26-10-2015,00:10:24,неправильный ввод пин-кода,да,330.44
физ. лицо,списание средств,3449.23,наличный,Гомель,Беларусбанк-PICX-125,01-07-2006,04:01:43,успешно,нет,0.0
физ. лицо,списание средств,290.03,наличный,Витебск,БелАгропромбанк-WNRS-627,19-08-2006,15:23:26,неправильный ввод пин-кода,да,22.57
юр. лицо,списание средств,3737.95,наличный,Гродно,Белинвестбанк-PTIT-246,22-09-2013,20:34:37,успешно,нет,0.0
физ. лицо,получение средств,3561.18,наличный,Брест,МаксБанк-PUUR-029,12-12-2023,03:09:24,успешно,нет,0.0
физ. лицо,получение средств,647.41,наличный,Минск,Беларусбанк-IFOM-311,21-04-2024,01:10:46,успешно,нет,0.0
юр. лицо,получение средств,4185.21,наличный,Гомель,Приорбанк-VBHR-901,06-01-2020,06:04:02,успешно,нет,0.0
физ. лицо,получение средств,2841.5,безналичный,Гродно,Приорбанк-VEQX-515,09-02-2019,12:46:26,успешно,нет,0.0
юр. лицо,получение средств,1397.33,безналичный,Гродно,БелАгропромбанк-RZED-616,27-05-2019,06:09:04,успешно,нет,0.0
юр. лицо,списание средств,2527.42,безналичный,Могилев,Приорбанк-BGMU-511,11-08-2002,03:53:17,успешно,да,174.25
физ. лицо,получение средств,3075.9,наличный,Брест,Беларусбанк-ZXIX-632,09-10-2003,06:35:25,успешно,нет,0.0
физ. лицо,получение средств,981.57,наличный,Гомель,Приорбанк-XPVD-237,12-12-2015,11:29:56,успешно,нет,0.0
юр. лицо,списание средств,409.9,безналичный,Минск,Беларусбанк-XVLB-187,12-08-2009,15:13:45,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,493.9,наличный,Витебск,МаксБанк-NOTQ-949,22-10-2000,02:59:48,успешно,да,38.19
физ. лицо,получение средств,4242.49,наличный,Минск,БелАгропромбанк-AJXZ-475,07-07-2024,16:47:24,успешно,нет,0.0
физ. лицо,списание средств,1046.8,безналичный,Брест,Беларусбанк-RVXZ-682,13-07-2015,12:43:02,неправильный ввод пин-кода,да,44.62
физ. лицо,получение средств,3868.69,безналичный,Гомель,БелАгропромбанк-OFFN-170,05-01-2012,22:43:51,успешно,нет,0.0
юр. лицо,списание средств,1362.4,наличный,Гомель,Белинвестбанк-YIMW-037,27-09-2017,22:16:13,неправильный ввод пин-кода,да,46.5
юр. лицо,списание средств,3172.77,наличный,Гомель,Белинвестбанк-JBXY-748,14-06-2005,15:07:35,успешно,да,128.01
юр. лицо,получение средств,858.44,безналичный,Могилев,Белинвестбанк-PJBD-084,20-11-2000,02:10:59,успешно,нет,0.0
физ. лицо,списание средств,2299.91,безналичный,Брест,Беларусбанк-KGUO-306,15-08-2013,12:22:08,успешно,да,156.93
юр. лицо,списание средств,3828.61,наличный,Витебск,Приорбанк-FHPL-307,30-09-2012,09:19:53,недостаточно средств,да,340.07
физ. лицо,списание средств,3187.3,наличный,Минск,Приорбанк-CICW-890,13-11-2020,01:29:32,недостаточно средств,да,259.29
физ. лицо,списание средств,3242.73,безналичный,Гомель,МаксБанк-PPEO-009,08-06-2010,01:41:57,успешно,да,204.97
юр. лицо,получение средств,391.65,наличный,Могилев,БелАгропромбанк-PHQI-889,08-04-2003,19:54:46,успешно,нет,0.0
физ. лицо,списание средств,1329.15,безналичный,Витебск,Приорбанк-LLJA-057,02-04-2000,04:27:53,недостаточно средств,нет,0.0
юр. лицо,получение средств,4075.27,наличный,Витебск,МаксБанк-LJOQ-579,05-09-2017,18:56:50,успешно,нет,0.0
физ. лицо,списание средств,2762.94,наличный,Минск,МаксБанк-QLBB-759,27-12-2006,10:02:07,недостаточно средств,нет,0.0
физ. лицо,получение средств,3951.6,безналичный,Гомель,МаксБанк-HJIO-315,20-02-2016,05:58:45,успешно,нет,0.0
физ. лицо,списание средств,3443.08,наличный,Минск,Приорбанк-QQGB-000,01-11-2019,21:17:02,успешно,да,97.08
юр. лицо,списание средств,2152.93,наличный,Гомель,Беларусбанк-FJHH-783,03-05-2007,18:14:23,недостаточно средств,да,147.12
юр. лицо,списание средств,964.09,безналичный,Брест,МаксБанк-HZIO-016,28-07-2012,23:02:14,недостаточно средств,нет,0.0
физ. лицо,получение средств,1057.19,наличный,Гомель,Беларусбанк-TAGQ-027,09-07-2002,20:55:43,успешно,нет,0.0
физ. лицо,списание средств,969.59,безналичный,Брест,МаксБанк-UEYR-053,13-07-2019,06:34:30,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3916.66,наличный,Минск,БелАгропромбанк-XIMV-824,14-04-2020,11:23:33,недостаточно средств,да,387.09
юр. лицо,списание средств,1020.79,наличный,Гомель,Беларусбанк-WNDP-673,24-10-2007,21:35:46,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,4734.8,наличный,Минск,Белинвестбанк-AGQI-468,13-03-2019,21:01:49,успешно,нет,0.0
юр. лицо,получение средств,1634.98,наличный,Витебск,Беларусбанк-QZEB-193,30-12-2016,13:29:22,успешно,нет,0.0
юр. лицо,получение средств,3625.12,наличный,Брест,МаксБанк-ONFE-928,02-11-2023,03:37:24,успешно,нет,0.0
юр. лицо,списание средств,3363.78,наличный,Брест,БелАгропромбанк-KJRK-193,18-01-2021,04:44:22,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3365.06,наличный,Гродно,Белинвестбанк-XXFV-127,27-06-2003,11:58:04,успешно,нет,0.0
физ. лицо,получение средств,3397.55,наличный,Минск,Белинвестбанк-MMPO-279,29-12-2019,08:08:18,успешно,нет,0.0
физ. лицо,получение средств,562.0,наличный,Минск,МаксБанк-XYIA-910,10-03-2023,18:25:43,успешно,нет,0.0
физ. лицо,получение средств,3936.7,безналичный,Минск,Белинвестбанк-IVES-262,28-07-2012,23:35:36,успешно,нет,0.0
физ. лицо,получение средств,3248.34,наличный,Брест,МаксБанк-GVJC-979,13-06-2013,05:35:16,успешно,нет,0.0
юр. лицо,получение средств,4656.84,наличный,Гомель,Белинвестбанк-IFSK-608,08-02-2004,19:45:39,успешно,нет,0.0
юр. лицо,получение средств,1672.31,безналичный,Брест,Приорбанк-XLYE-749,18-05-2024,07:01:24,успешно,нет,0.0
юр. лицо,списание средств,2592.93,безналичный,Минск,БелАгропромбанк-MWCS-192,07-12-2003,17:47:47,недостаточно средств,нет,0.0
физ. лицо,списание средств,674.3,безналичный,Витебск,Приорбанк-GZES-900,07-08-2009,11:48:52,успешно,нет,0.0
юр. лицо,списание средств,4587.91,наличный,Могилев,МаксБанк-OCIW-029,03-01-2017,18:02:12,успешно,нет,0.0
юр. лицо,списание средств,2399.93,наличный,Могилев,Белинвестбанк-AMMB-990,02-07-2016,17:25:05,недостаточно средств,да,140.37
юр. лицо,получение средств,1394.14,безналичный,Гомель,МаксБанк-MIRK-634,08-04-2009,18:47:10,успешно,нет,0.0
юр. лицо,списание средств,2391.98,наличный,Витебск,Беларусбанк-EWVF-258,14-05-2020,12:53:08,успешно,да,125.44
юр. лицо,списание средств,3715.2,безналичный,Гомель,МаксБанк-ZSSW-721,04-07-2024,21:44:06,недостаточно средств,да,259.01
юр. лицо,получение средств,4187.46,наличный,Могилев,МаксБанк-MDHY-136,26-02-2013,12:55:41,успешно,нет,0.0
физ. лицо,получение средств,466.05,наличный,Могилев,Белинвестбанк-XPFI-991,17-07-2016,16:24:30,успешно,нет,0.0
юр. лицо,получение средств,2271.94,безналичный,Минск,Белинвестбанк-ECOF-702,14-01-2021,04:37:00,успешно,нет,0.0
физ. лицо,получение средств,3742.82,безналичный,Минск,БелАгропромбанк-VNMT-409,02-11-2002,17:00:31,успешно,нет,0.0
физ. лицо,списание средств,4026.62,наличный,Гомель,Белинвестбанк-FIGA-263,07-11-2000,13:25:11,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1135.21,безналичный,Витебск,Беларусбанк-ASAU-258,04-05-2003,14:24:43,неправильный ввод пин-кода,да,12.02
физ. лицо,списание средств,4713.96,безналичный,Минск,БелАгропромбанк-JOAN-382,20-04-2022,15:11:18,недостаточно средств,да,165.05
юр. лицо,получение средств,3036.35,безналичный,Брест,Беларусбанк-PFIR-660,23-04-2008,16:49:05,успешно,нет,0.0
юр. лицо,списание средств,648.34,безналичный,Гомель,Белинвестбанк-EIZX-779,17-06-2010,02:49:04,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,4271.72,наличный,Могилев,Белинвестбанк-DHQG-357,29-12-2001,22:32:27,успешно,нет,0.0
физ. лицо,списание средств,2062.83,безналичный,Гродно,Беларусбанк-SORQ-484,28-01-2000,10:18:16,успешно,нет,0.0
юр. лицо,получение средств,1899.95,наличный,Витебск,МаксБанк-VSZY-008,08-06-2005,06:43:40,успешно,нет,0.0
физ. лицо,списание средств,2298.97,безналичный,Могилев,Белинвестбанк-JWIC-051,19-09-2007,12:27:05,успешно,да,218.17
юр. лицо,получение средств,2188.01,безналичный,Гродно,Беларусбанк-KKBN-786,22-06-2008,06:49:04,успешно,нет,0.0
юр. лицо,получение средств,802.59,наличный,Витебск,Приорбанк-PEQP-701,26-10-2002,02:05:30,успешно,нет,0.0
физ. лицо,получение средств,1044.98,наличный,Витебск,Белинвестбанк-IQAC-441,15-07-2000,08:17:17,успешно,нет,0.0
юр. лицо,получение средств,4857.37,наличный,Витебск,Белинвестбанк-CUHV-938,16-04-2019,10:33:38,успешно,нет,0.0
юр. лицо,получение средств,3698.0,наличный,Брест,Беларусбанк-EPKA-250,11-07-2004,15:49:22,успешно,нет,0.0
физ. лицо,списание средств,225.73,наличный,Гродно,МаксБанк-OERW-281,23-11-2018,02:03:58,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,4080.46,наличный,Витебск,Белинвестбанк-XUDN-928,16-11-2015,11:49:30,успешно,нет,0.0
юр. лицо,списание средств,851.83,наличный,Гродно,БелАгропромбанк-XMCX-052,26-10-2014,05:20:28,успешно,нет,0.0
физ. лицо,получение средств,4888.35,наличный,Брест,Беларусбанк-GJSB-664,18-10-2009,03:21:29,успешно,нет,0.0
физ. лицо,получение средств,795.94,наличный,Гомель,МаксБанк-BNNU-769,17-08-2010,12:01:02,успешно,нет,0.0
юр. лицо,списание средств,4249.7,безналичный,Гродно,БелАгропромбанк-QPTV-730,09-10-2016,10:05:49,успешно,да,49.84
юр. лицо,получение средств,3188.76,безналичный,Могилев,Беларусбанк-VEXQ-241,01-09-2006,11:36:37,успешно,нет,0.0
юр. лицо,списание средств,4184.19,безналичный,Витебск,Приорбанк-DVTM-661,13-05-2016,00:11:53,недостаточно средств,нет,0.0
юр. лицо,получение средств,886.53,безналичный,Витебск,Приорбанк-EBKC-373,17-03-2007,20:57:16,успешно,нет,0.0
физ. лицо,получение средств,1550.51,наличный,Минск,Приорбанк-PEWL-231,25-04-2003,17:54:02,успешно,нет,0.0
юр. лицо,списание средств,892.83,наличный,Гродно,БелАгропромбанк-ADMQ-238,14-04-2016,05:47:25,недостаточно средств,нет,0.0
физ. лицо,списание средств,4665.55,безналичный,Гродно,Приорбанк-JOKL-599,18-06-2006,02:14:22,недостаточно средств,нет,0.0
юр. лицо,списание средств,109.99,безналичный,Витебск,Беларусбанк-DXCC-047,29-12-2016,21:15:36,недостаточно средств,да,10.04
юр. лицо,списание средств,4094.35,безналичный,Гомель,БелАгропромбанк-KFRS-511,08-11-2010,14:42:51,успешно,нет,0.0
физ. лицо,получение средств,399.65,безналичный,Могилев,Белинвестбанк-ACZX-673,13-04-2013,17:54:23,успешно,нет,0.0
